sample,time_hours,time_type,time_raw,age_hours,age_raw,source,title
GSM3508175,6.0,treatment_duration,time: 6 h,,,seedlings,Col-0_SA_06_h_rep3 time course
GSM3508176,12.0,treatment_duration,time: 12 h,,,seedlings,Col-0_SA_12_h_rep1 time course
GSM3508177,12.0,treatment_duration,time: 12 h,,,seedlings,Col-0_SA_12_h_rep2 time course
GSM3508178,12.0,treatment_duration,time: 12 h,,,seedlings,Col-0_SA_12_h_rep3 time course
GSM3508179,24.0,treatment_duration,time: 24 h,,,seedlings,Col-0_SA_24_h_rep1 time course
GSM3508180,24.0,treatment_duration,time: 24 h,,,seedlings,Col-0_SA_24_h_rep2 time course
GSM3508181,24.0,treatment_duration,time: 24 h,,,seedlings,Col-0_SA_24_h_rep3 time course
GSM3508182,48.0,treatment_duration,time: 48 h,,,seedlings,Col-0_SA_48_h_rep1 time course
GSM3508183,48.0,treatment_duration,time: 48 h,,,seedlings,Col-0_SA_48_h_rep2 time course
GSM3508184,48.0,treatment_duration,time: 48 h,,,seedlings,Col-0_SA_48_h_rep3 time course
GSM3534687,0.0,treatment_duration,time: 0 hr,,,Arabidopsis non-inoculated or control time 0,Arabidopsis non-inoculated Time 0 biological replicate 1
GSM3534688,0.0,treatment_duration,time: 0 hr,,,Arabidopsis non-inoculated or control time 0,Arabidopsis non-inoculated Time 0 biological replicate 2
GSM3534689,0.0,treatment_duration,time: 0 hr,,,Arabidopsis non-inoculated or control time 0,Arabidopsis non-inoculated Time 0 biological replicate 3
GSM3534690,1.0,treatment_duration,time: 1 hr,,,Arabidopsis non-inoculated or control  1 hour after a challenge with Pseudomona syringae Pst DC3000,Arabidopsis non-inoculated 1 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 1
GSM3534691,1.0,treatment_duration,time: 1 hr,,,Arabidopsis non-inoculated or control  1 hour after a challenge with Pseudomona syringae Pst DC3000,Arabidopsis non-inoculated 1 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 2
GSM3534692,1.0,treatment_duration,time: 1 hr,,,Arabidopsis non-inoculated or control  1 hour after a challenge with Pseudomona syringae Pst DC3000,Arabidopsis non-inoculated 1 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 3
GSM3534693,24.0,treatment_duration,time: 24 hr,,,Arabidopsis non-inoculated or control 24 hour after a challenge with Pseudomona syringae Pst DC3000,Arabidopsis non-inoculated 24 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 1
GSM3534694,24.0,treatment_duration,time: 24 hr,,,Arabidopsis non-inoculated or control 24 hour after a challenge with Pseudomona syringae Pst DC3000,Arabidopsis non-inoculated 24 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 2
GSM3534695,24.0,treatment_duration,time: 24 hr,,,Arabidopsis non-inoculated or control 24 hour after a challenge with Pseudomona syringae Pst DC3000,Arabidopsis non-inoculated 24 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 3
GSM3534696,0.0,treatment_duration,time: 0 hr,,,PsJN-inoculated Arabidopsis Time 0,PsJN-inoculated Arabidopsis Time 0 biological replicate 1
GSM3534697,0.0,treatment_duration,time: 0 hr,,,PsJN-inoculated Arabidopsis Time 0,PsJN-inoculated Arabidopsis Time 0 biological replicate 2
GSM3534698,0.0,treatment_duration,time: 0 hr,,,PsJN-inoculated Arabidopsis Time 0,PsJN-inoculated Arabidopsis Time 0 biological replicate 3
GSM3534699,1.0,treatment_duration,time: 1 hr,,,PsJN-inoculated Arabidopsis 1 hour after a challenge with Pseudomona syringae Pst DC3000,PsJN-inoculated Arabidopsis 1 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 1
GSM3534700,1.0,treatment_duration,time: 1 hr,,,PsJN-inoculated Arabidopsis 1 hour after a challenge with Pseudomona syringae Pst DC3000,PsJN-inoculated Arabidopsis 1 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 2
GSM3534701,1.0,treatment_duration,time: 1 hr,,,PsJN-inoculated Arabidopsis 1 hour after a challenge with Pseudomona syringae Pst DC3000,PsJN-inoculated Arabidopsis 1 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 3
GSM3534702,24.0,treatment_duration,time: 24 hr,,,PsJN-inoculated Arabidopsis 24 hour after a challenge with Pseudomona syringae Pst DC3000,PsJN-inoculated Arabidopsis 24 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 1
GSM3534703,24.0,treatment_duration,time: 24 hr,,,PsJN-inoculated Arabidopsis 24 hour after a challenge with Pseudomona syringae Pst DC3000,PsJN-inoculated Arabidopsis 24 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 2
GSM3534704,24.0,treatment_duration,time: 24 hr,,,PsJN-inoculated Arabidopsis 24 hour after a challenge with Pseudomona syringae Pst DC3000,PsJN-inoculated Arabidopsis 24 hour after a challenge with Pseudomona syringae Pst DC3000  biological replicate 3
GSM3557665,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line carrying an empty vector,VC_rep1
GSM3557666,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line carrying an empty vector,VC_rep2
GSM3557667,,,,12.0,age: 12-day-old seedlings,Arabidopsis wild type Col-0,Col_rep1
GSM3557668,,,,12.0,age: 12-day-old seedlings,Arabidopsis wild type Col-0,Col_rep2
GSM3557669,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line harboring full length TaSIN,FL3_rep1
GSM3557670,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line harboring full length TaSIN,FL3_rep2
GSM3557671,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line harboring a truncated TaSIN lacking the transmembrane motif,ÎC26_rep1
GSM3557672,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line harboring a truncated TaSIN lacking the transmembrane motif,ÎC26_rep2
GSM3557673,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line harboring a truncated TaSIN lacking the transmembrane motif,ÎC27_rep1
GSM3557674,,,,12.0,age: 12-day-old seedlings,Arabidopsis transgenic line harboring a truncated TaSIN lacking the transmembrane motif,ÎC27_rep2
GSM3785645,0.0,unknown,time: t0,,,Col-0 3-week old whole rosette shoot tissue; end of night (dark harvested),Col-0 dark replicate 1
GSM3785646,0.0,unknown,time: t0,,,Col-0 3-week old whole rosette shoot tissue; end of night (dark harvested),Col-0 dark replicate 2
GSM3785647,0.0,unknown,time: t0,,,Col-0 3-week old whole rosette shoot tissue; end of night (dark harvested),Col-0 dark replicate 3
GSM3785648,2.0,unknown,time: t2,,,"Col-0 3-week old whole rosette shoot tissue; dark - standard light, 2 hours",Col-0 2 hours standard light replicate 1
GSM3785649,2.0,unknown,time: t2,,,"Col-0 3-week old whole rosette shoot tissue; dark - standard light, 2 hours",Col-0 2 hours standard light replicate 2
GSM3785650,2.0,unknown,time: t2,,,"Col-0 3-week old whole rosette shoot tissue; dark - standard light, 2 hours",Col-0 2 hours standard light replicate 3
GSM345297,0.0,treatment_duration,"from:Col whole leaf, 0h UI, biological rep 1",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 0h,"Col whole leaf, 0h UI, biological rep 1"
GSM345298,0.0,treatment_duration,"from:Col whole leaf, 0h UI, biological rep 2",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 0h,"Col whole leaf, 0h UI, biological rep 2"
GSM345299,0.0,treatment_duration,"from:Col whole leaf, 0h UI, biological rep 3",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 0h,"Col whole leaf, 0h UI, biological rep 3"
GSM345300,0.0,treatment_duration,"from:Col whole leaf, 0h UI, biological rep 4",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 0h,"Col whole leaf, 0h UI, biological rep 4"
GSM345301,6.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 6h,"Col whole leaf, 6hpi, biological rep 1"
GSM345302,6.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 6h,"Col whole leaf, 6hpi, biological rep 2"
GSM345303,6.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 6h,"Col whole leaf, 6hpi, biological rep 3"
GSM345304,6.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 6h,"Col whole leaf, 6hpi, biological rep 4"
GSM345305,24.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 1d,"Col whole leaf, 1dpi, biological rep 1"
GSM345306,24.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 1d,"Col whole leaf, 1dpi, biological rep 2"
GSM345307,24.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 1d,"Col whole leaf, 1dpi, biological rep 3"
GSM345308,24.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 1d,"Col whole leaf, 1dpi, biological rep 4"
GSM345309,72.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 3d,"Col whole leaf, 3dpi, biological rep 1"
GSM345310,72.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 3d,"Col whole leaf, 3dpi, biological rep 2"
GSM345311,72.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 3d,"Col whole leaf, 3dpi, biological rep 3"
GSM345312,72.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 3d,"Col whole leaf, 3dpi, biological rep 4"
GSM345313,120.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 5d,"Col whole leaf, 5dpi, biological rep 1"
GSM345314,120.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 5d,"Col whole leaf, 5dpi, biological rep 2"
GSM345315,120.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 5d,"Col whole leaf, 5dpi, biological rep 3"
GSM345316,120.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 5d,"Col whole leaf, 5dpi, biological rep 4"
GSM345317,168.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 7d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 7d,"Col whole leaf, 7dpi, biological rep 1"
GSM345318,168.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 7d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 7d,"Col whole leaf, 7dpi, biological rep 2"
GSM345319,168.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 7d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 7d,"Col whole leaf, 7dpi, biological rep 3"
GSM345320,168.0,treatment_duration,from:Col whole leaf infected with Golovinomyces orontii 7d,672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf infected with Golovinomyces orontii 7d,"Col whole leaf, 7dpi, biological rep 4"
GSM345321,168.0,treatment_duration,"from:Col whole leaf, 7d UI, biological rep 1",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 7d,"Col whole leaf, 7d UI, biological rep 1"
GSM345322,168.0,treatment_duration,"from:Col whole leaf, 7d UI, biological rep 2",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 7d,"Col whole leaf, 7d UI, biological rep 2"
GSM345323,168.0,treatment_duration,"from:Col whole leaf, 7d UI, biological rep 3",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 7d,"Col whole leaf, 7d UI, biological rep 3"
GSM345324,168.0,treatment_duration,"from:Col whole leaf, 7d UI, biological rep 4",672.0,age: 4 weeks old at time 0 (innoculation),Col whole leaf uninfected 7d,"Col whole leaf, 7d UI, biological rep 4"
GSM345325,0.0,treatment_duration,"from:eds16 whole leaf, 0h UI, biological rep 1",672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf uninfected 0h,"eds16 whole leaf, 0h UI, biological rep 1"
GSM345326,0.0,treatment_duration,"from:eds16 whole leaf, 0h UI, biological rep 2",672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf uninfected 0h,"eds16 whole leaf, 0h UI, biological rep 2"
GSM345327,0.0,treatment_duration,"from:eds16 whole leaf, 0h UI, biological rep 3",672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf uninfected 0h,"eds16 whole leaf, 0h UI, biological rep 3"
GSM345328,0.0,treatment_duration,"from:eds16 whole leaf, 0h UI, biological rep 4",672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf uninfected 0h,"eds16 whole leaf, 0h UI, biological rep 4"
GSM345329,6.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 6h,"eds16 whole leaf, 6hpi, biological rep 1"
GSM345330,6.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 6h,"eds16 whole leaf, 6hpi, biological rep 2"
GSM345331,6.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 6h,"eds16 whole leaf, 6hpi, biological rep 3"
GSM345332,6.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 6h,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 6h,"eds16 whole leaf, 6hpi, biological rep 4"
GSM345333,24.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 1d,"eds16 whole leaf, 1dpi, biological rep 1"
GSM345334,24.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 1d,"eds16 whole leaf, 1dpi, biological rep 2"
GSM345335,24.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 1d,"eds16 whole leaf, 1dpi, biological rep 3"
GSM345336,24.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 1d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 1d,"eds16 whole leaf, 1dpi, biological rep 4"
GSM345337,72.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 3d,"eds16 whole leaf, 3dpi, biological rep 1"
GSM345338,72.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 3d,"eds16 whole leaf, 3dpi, biological rep 2"
GSM345339,72.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 3d,"eds16 whole leaf, 3dpi, biological rep 3"
GSM345340,72.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 3d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 3d,"eds16 whole leaf, 3dpi, biological rep 4"
GSM345341,120.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 5d,"eds16 whole leaf, 5dpi, biological rep 1"
GSM345342,120.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 5d,"eds16 whole leaf, 5dpi, biological rep 2"
GSM345343,120.0,treatment_duration,from:eds16 whole leaf infected with Golovinomyces orontii 5d,672.0,age: 4 weeks old at time 0 (innoculation),eds16 whole leaf infected with Golovinomyces orontii 5d,"eds16 whole leaf, 5dpi, biological rep 3"
